date,underlying_price,option_symbol,option_type,strike,expiry,bid,ask,mid
2025-07-17,625.469970703125,SPY250731C00561000,call,561.0,2025-07-31,66.13,66.26,66.195
2025-07-17,625.469970703125,SPY250731C00562000,call,562.0,2025-07-31,65.17,65.4,65.285
2025-07-17,625.469970703125,SPY250731C00563000,call,563.0,2025-07-31,64.29,64.42,64.355
2025-07-17,625.469970703125,SPY250731C00564000,call,564.0,2025-07-31,63.24,63.37,63.305
2025-07-17,625.469970703125,SPY250731C00565000,call,565.0,2025-07-31,62.2,62.33,62.265
2025-07-17,625.469970703125,SPY250731C00566000,call,566.0,2025-07-31,61.31,61.44,61.375
2025-07-17,625.469970703125,SPY250731C00567000,call,567.0,2025-07-31,60.18,60.31,60.245000000000005
2025-07-17,625.469970703125,SPY250731C00568000,call,568.0,2025-07-31,59.34,59.48,59.41
2025-07-17,625.469970703125,SPY250731C00569000,call,569.0,2025-07-31,58.31,58.44,58.375
2025-07-17,625.469970703125,SPY250731C00570000,call,570.0,2025-07-31,57.2,57.33,57.265
2025-07-17,625.469970703125,SPY250731C00571000,call,571.0,2025-07-31,56.36,56.49,56.425
2025-07-17,625.469970703125,SPY250731C00572000,call,572.0,2025-07-31,55.34,55.47,55.405
2025-07-17,625.469970703125,SPY250731C00573000,call,573.0,2025-07-31,54.33,54.48,54.405
2025-07-17,625.469970703125,SPY250731C00574000,call,574.0,2025-07-31,53.4,53.54,53.47
2025-07-17,625.469970703125,SPY250731C00575000,call,575.0,2025-07-31,52.27,52.4,52.335
2025-07-17,625.469970703125,SPY250731C00576000,call,576.0,2025-07-31,51.31,51.44,51.375
2025-07-17,625.469970703125,SPY250731C00577000,call,577.0,2025-07-31,50.35,50.48,50.415
2025-07-17,625.469970703125,SPY250731C00578000,call,578.0,2025-07-31,49.41,49.53,49.47
2025-07-17,625.469970703125,SPY250731C00579000,call,579.0,2025-07-31,48.47,48.61,48.54
2025-07-17,625.469970703125,SPY250731C00580000,call,580.0,2025-07-31,47.49,47.62,47.555
2025-07-17,625.469970703125,SPY250731C00581000,call,581.0,2025-07-31,46.41,46.54,46.474999999999994
2025-07-17,625.469970703125,SPY250731C00582000,call,582.0,2025-07-31,45.49,45.62,45.555
2025-07-17,625.469970703125,SPY250731C00583000,call,583.0,2025-07-31,44.51,44.65,44.58
2025-07-17,625.469970703125,SPY250731C00584000,call,584.0,2025-07-31,43.44,43.57,43.504999999999995
2025-07-17,625.469970703125,SPY250731C00585000,call,585.0,2025-07-31,42.44,42.57,42.504999999999995
2025-07-17,625.469970703125,SPY250731C00586000,call,586.0,2025-07-31,41.57,41.7,41.635000000000005
2025-07-17,625.469970703125,SPY250731C00587000,call,587.0,2025-07-31,40.63,40.76,40.695
2025-07-17,625.469970703125,SPY250731C00588000,call,588.0,2025-07-31,39.63,39.75,39.69
2025-07-17,625.469970703125,SPY250731C00589000,call,589.0,2025-07-31,38.57,38.69,38.629999999999995
2025-07-17,625.469970703125,SPY250731C00590000,call,590.0,2025-07-31,37.7,37.82,37.760000000000005
2025-07-17,625.469970703125,SPY250731C00591000,call,591.0,2025-07-31,36.57,36.69,36.629999999999995
2025-07-17,625.469970703125,SPY250731C00592000,call,592.0,2025-07-31,35.77,35.89,35.83
2025-07-17,625.469970703125,SPY250731C00593000,call,593.0,2025-07-31,34.74,34.86,34.8
2025-07-17,625.469970703125,SPY250731C00594000,call,594.0,2025-07-31,33.82,33.94,33.879999999999995
2025-07-17,625.469970703125,SPY250731C00595000,call,595.0,2025-07-31,32.89,33.0,32.945
2025-07-17,625.469970703125,SPY250731C00596000,call,596.0,2025-07-31,31.83,32.06,31.945
2025-07-17,625.469970703125,SPY250731C00597000,call,597.0,2025-07-31,31.02,31.13,31.075
2025-07-17,625.469970703125,SPY250731C00598000,call,598.0,2025-07-31,29.92,30.04,29.98
2025-07-17,625.469970703125,SPY250731C00599000,call,599.0,2025-07-31,29.02,29.13,29.075
2025-07-17,625.469970703125,SPY250731C00600000,call,600.0,2025-07-31,28.06,28.18,28.119999999999997
2025-07-17,625.469970703125,SPY250731C00601000,call,601.0,2025-07-31,27.18,27.28,27.23
2025-07-17,625.469970703125,SPY250731C00602000,call,602.0,2025-07-31,26.21,26.32,26.265
2025-07-17,625.469970703125,SPY250731C00603000,call,603.0,2025-07-31,25.39,25.51,25.450000000000003
2025-07-17,625.469970703125,SPY250731C00604000,call,604.0,2025-07-31,24.46,24.57,24.515
2025-07-17,625.469970703125,SPY250731C00605000,call,605.0,2025-07-31,23.51,23.61,23.560000000000002
2025-07-17,625.469970703125,SPY250731C00606000,call,606.0,2025-07-31,22.68,22.78,22.73
2025-07-17,625.469970703125,SPY250731C00607000,call,607.0,2025-07-31,21.81,21.91,21.86
2025-07-17,625.469970703125,SPY250731C00608000,call,608.0,2025-07-31,20.91,21.0,20.955
2025-07-17,625.469970703125,SPY250731C00609000,call,609.0,2025-07-31,20.03,20.12,20.075000000000003
2025-07-17,625.469970703125,SPY250731C00610000,call,610.0,2025-07-31,19.18,19.27,19.225
2025-07-17,625.469970703125,SPY250731C00611000,call,611.0,2025-07-31,18.36,18.44,18.4
2025-07-17,625.469970703125,SPY250731C00612000,call,612.0,2025-07-31,17.45,17.53,17.490000000000002
2025-07-17,625.469970703125,SPY250731C00613000,call,613.0,2025-07-31,16.67,16.75,16.71
2025-07-17,625.469970703125,SPY250731C00614000,call,614.0,2025-07-31,15.76,15.84,15.8
2025-07-17,625.469970703125,SPY250731C00615000,call,615.0,2025-07-31,15.01,15.08,15.045
2025-07-17,625.469970703125,SPY250731C00616000,call,616.0,2025-07-31,14.23,14.3,14.265
2025-07-17,625.469970703125,SPY250731C00617000,call,617.0,2025-07-31,13.47,13.53,13.5
2025-07-17,625.469970703125,SPY250731C00618000,call,618.0,2025-07-31,12.64,12.7,12.67
2025-07-17,625.469970703125,SPY250731C00619000,call,619.0,2025-07-31,11.91,11.96,11.935
2025-07-17,625.469970703125,SPY250731C00620000,call,620.0,2025-07-31,11.19,11.22,11.205
2025-07-17,625.469970703125,SPY250731C00621000,call,621.0,2025-07-31,10.39,10.43,10.41
2025-07-17,625.469970703125,SPY250731C00622000,call,622.0,2025-07-31,9.78,9.81,9.795
2025-07-17,625.469970703125,SPY250731C00623000,call,623.0,2025-07-31,9.02,9.05,9.035
2025-07-17,625.469970703125,SPY250731C00624000,call,624.0,2025-07-31,8.45,8.47,8.46
2025-07-17,625.469970703125,SPY250731C00625000,call,625.0,2025-07-31,7.78,7.8,7.79
2025-07-17,625.469970703125,SPY250731C00626000,call,626.0,2025-07-31,7.2,7.22,7.21
2025-07-17,625.469970703125,SPY250731C00627000,call,627.0,2025-07-31,6.56,6.58,6.57
2025-07-17,625.469970703125,SPY250731C00628000,call,628.0,2025-07-31,6.03,6.05,6.04
2025-07-17,625.469970703125,SPY250731C00629000,call,629.0,2025-07-31,5.46,5.48,5.470000000000001
2025-07-17,625.469970703125,SPY250731C00630000,call,630.0,2025-07-31,4.99,5.0,4.995
2025-07-17,625.469970703125,SPY250731C00631000,call,631.0,2025-07-31,4.49,4.51,4.5
2025-07-17,625.469970703125,SPY250731C00632000,call,632.0,2025-07-31,4.03,4.05,4.04
2025-07-17,625.469970703125,SPY250731C00633000,call,633.0,2025-07-31,3.64,3.66,3.6500000000000004
2025-07-17,625.469970703125,SPY250731C00634000,call,634.0,2025-07-31,3.24,3.25,3.245
2025-07-17,625.469970703125,SPY250731C00635000,call,635.0,2025-07-31,2.9,2.91,2.9050000000000002
2025-07-17,625.469970703125,SPY250731C00636000,call,636.0,2025-07-31,2.55,2.57,2.5599999999999996
2025-07-17,625.469970703125,SPY250731C00637000,call,637.0,2025-07-31,2.24,2.25,2.245
2025-07-17,625.469970703125,SPY250731C00638000,call,638.0,2025-07-31,1.97,1.99,1.98
2025-07-17,625.469970703125,SPY250731C00639000,call,639.0,2025-07-31,1.72,1.73,1.725
2025-07-17,625.469970703125,SPY250731C00640000,call,640.0,2025-07-31,1.48,1.49,1.4849999999999999
2025-07-17,625.469970703125,SPY250731C00645000,call,645.0,2025-07-31,0.69,0.7,0.695
2025-07-17,625.469970703125,SPY250731C00650000,call,650.0,2025-07-31,0.3,0.31,0.305
2025-07-17,625.469970703125,SPY250731C00655000,call,655.0,2025-07-31,0.12,0.13,0.125
2025-07-17,625.469970703125,SPY250731C00660000,call,660.0,2025-07-31,0.05,0.06,0.055
2025-07-17,625.469970703125,SPY250731C00665000,call,665.0,2025-07-31,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250731C00670000,call,670.0,2025-07-31,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250731C00675000,call,675.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731C00680000,call,680.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731C00685000,call,685.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731C00690000,call,690.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731C00695000,call,695.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731C00700000,call,700.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731C00705000,call,705.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731C00710000,call,710.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731C00715000,call,715.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731C00720000,call,720.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731C00730000,call,730.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00315000,put,315.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00320000,put,320.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00325000,put,325.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00330000,put,330.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00335000,put,335.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00340000,put,340.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00345000,put,345.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00350000,put,350.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00355000,put,355.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00360000,put,360.0,2025-07-31,0.0,0.01,0.005
2025-07-17,625.469970703125,SPY250731P00365000,put,365.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00370000,put,370.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00375000,put,375.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00380000,put,380.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00385000,put,385.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00390000,put,390.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00395000,put,395.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00400000,put,400.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00405000,put,405.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00410000,put,410.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00415000,put,415.0,2025-07-31,0.01,0.02,0.015
2025-07-17,625.469970703125,SPY250731P00420000,put,420.0,2025-07-31,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250731P00425000,put,425.0,2025-07-31,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250731P00430000,put,430.0,2025-07-31,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250731P00435000,put,435.0,2025-07-31,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250731P00440000,put,440.0,2025-07-31,0.02,0.03,0.025
2025-07-17,625.469970703125,SPY250731P00445000,put,445.0,2025-07-31,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250731P00450000,put,450.0,2025-07-31,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250731P00455000,put,455.0,2025-07-31,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250731P00460000,put,460.0,2025-07-31,0.03,0.04,0.035
2025-07-17,625.469970703125,SPY250731P00465000,put,465.0,2025-07-31,0.04,0.05,0.045
2025-07-17,625.469970703125,SPY250731P00470000,put,470.0,2025-07-31,0.04,0.05,0.045
2025-07-17,625.469970703125,SPY250731P00475000,put,475.0,2025-07-31,0.05,0.06,0.055
2025-07-17,625.469970703125,SPY250731P00480000,put,480.0,2025-07-31,0.05,0.06,0.055
2025-07-17,625.469970703125,SPY250731P00485000,put,485.0,2025-07-31,0.05,0.06,0.055
2025-07-17,625.469970703125,SPY250731P00490000,put,490.0,2025-07-31,0.06,0.07,0.065
2025-07-17,625.469970703125,SPY250731P00495000,put,495.0,2025-07-31,0.06,0.07,0.065
2025-07-17,625.469970703125,SPY250731P00500000,put,500.0,2025-07-31,0.07,0.08,0.07500000000000001
2025-07-17,625.469970703125,SPY250731P00501000,put,501.0,2025-07-31,0.07,0.08,0.07500000000000001
2025-07-17,625.469970703125,SPY250731P00502000,put,502.0,2025-07-31,0.07,0.08,0.07500000000000001
2025-07-17,625.469970703125,SPY250731P00503000,put,503.0,2025-07-31,0.07,0.08,0.07500000000000001
2025-07-17,625.469970703125,SPY250731P00504000,put,504.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00505000,put,505.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00506000,put,506.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00507000,put,507.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00508000,put,508.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00509000,put,509.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00510000,put,510.0,2025-07-31,0.08,0.09,0.08499999999999999
2025-07-17,625.469970703125,SPY250731P00511000,put,511.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00512000,put,512.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00513000,put,513.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00514000,put,514.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00515000,put,515.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00516000,put,516.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00517000,put,517.0,2025-07-31,0.09,0.1,0.095
2025-07-17,625.469970703125,SPY250731P00518000,put,518.0,2025-07-31,0.1,0.11,0.10500000000000001
2025-07-17,625.469970703125,SPY250731P00519000,put,519.0,2025-07-31,0.1,0.11,0.10500000000000001
2025-07-17,625.469970703125,SPY250731P00520000,put,520.0,2025-07-31,0.1,0.11,0.10500000000000001
2025-07-17,625.469970703125,SPY250731P00521000,put,521.0,2025-07-31,0.1,0.11,0.10500000000000001
2025-07-17,625.469970703125,SPY250731P00522000,put,522.0,2025-07-31,0.1,0.11,0.10500000000000001
2025-07-17,625.469970703125,SPY250731P00523000,put,523.0,2025-07-31,0.11,0.12,0.11499999999999999
2025-07-17,625.469970703125,SPY250731P00524000,put,524.0,2025-07-31,0.11,0.12,0.11499999999999999
2025-07-17,625.469970703125,SPY250731P00525000,put,525.0,2025-07-31,0.11,0.12,0.11499999999999999
2025-07-17,625.469970703125,SPY250731P00526000,put,526.0,2025-07-31,0.11,0.12,0.11499999999999999
2025-07-17,625.469970703125,SPY250731P00527000,put,527.0,2025-07-31,0.11,0.12,0.11499999999999999
2025-07-17,625.469970703125,SPY250731P00528000,put,528.0,2025-07-31,0.12,0.13,0.125
2025-07-17,625.469970703125,SPY250731P00529000,put,529.0,2025-07-31,0.12,0.13,0.125
2025-07-17,625.469970703125,SPY250731P00530000,put,530.0,2025-07-31,0.12,0.13,0.125
2025-07-17,625.469970703125,SPY250731P00531000,put,531.0,2025-07-31,0.12,0.13,0.125
2025-07-17,625.469970703125,SPY250731P00532000,put,532.0,2025-07-31,0.12,0.13,0.125
2025-07-17,625.469970703125,SPY250731P00533000,put,533.0,2025-07-31,0.13,0.14,0.135
2025-07-17,625.469970703125,SPY250731P00534000,put,534.0,2025-07-31,0.13,0.14,0.135
2025-07-17,625.469970703125,SPY250731P00535000,put,535.0,2025-07-31,0.13,0.14,0.135
2025-07-17,625.469970703125,SPY250731P00536000,put,536.0,2025-07-31,0.13,0.14,0.135
2025-07-17,625.469970703125,SPY250731P00537000,put,537.0,2025-07-31,0.14,0.15,0.14500000000000002
2025-07-17,625.469970703125,SPY250731P00538000,put,538.0,2025-07-31,0.14,0.15,0.14500000000000002
2025-07-17,625.469970703125,SPY250731P00539000,put,539.0,2025-07-31,0.14,0.15,0.14500000000000002
2025-07-17,625.469970703125,SPY250731P00540000,put,540.0,2025-07-31,0.14,0.15,0.14500000000000002
2025-07-17,625.469970703125,SPY250731P00541000,put,541.0,2025-07-31,0.15,0.16,0.155
2025-07-17,625.469970703125,SPY250731P00542000,put,542.0,2025-07-31,0.15,0.16,0.155
2025-07-17,625.469970703125,SPY250731P00543000,put,543.0,2025-07-31,0.15,0.16,0.155
2025-07-17,625.469970703125,SPY250731P00544000,put,544.0,2025-07-31,0.16,0.17,0.165
2025-07-17,625.469970703125,SPY250731P00545000,put,545.0,2025-07-31,0.16,0.17,0.165
2025-07-17,625.469970703125,SPY250731P00546000,put,546.0,2025-07-31,0.16,0.17,0.165
2025-07-17,625.469970703125,SPY250731P00547000,put,547.0,2025-07-31,0.17,0.18,0.175
2025-07-17,625.469970703125,SPY250731P00548000,put,548.0,2025-07-31,0.17,0.18,0.175
2025-07-17,625.469970703125,SPY250731P00549000,put,549.0,2025-07-31,0.17,0.18,0.175
2025-07-17,625.469970703125,SPY250731P00550000,put,550.0,2025-07-31,0.18,0.19,0.185
2025-07-17,625.469970703125,SPY250731P00551000,put,551.0,2025-07-31,0.18,0.19,0.185
2025-07-17,625.469970703125,SPY250731P00552000,put,552.0,2025-07-31,0.18,0.19,0.185
2025-07-17,625.469970703125,SPY250731P00553000,put,553.0,2025-07-31,0.19,0.2,0.195
2025-07-17,625.469970703125,SPY250731P00554000,put,554.0,2025-07-31,0.19,0.2,0.195
2025-07-17,625.469970703125,SPY250731P00555000,put,555.0,2025-07-31,0.2,0.21,0.20500000000000002
2025-07-17,625.469970703125,SPY250731P00556000,put,556.0,2025-07-31,0.2,0.21,0.20500000000000002
2025-07-17,625.469970703125,SPY250731P00557000,put,557.0,2025-07-31,0.21,0.22,0.215
2025-07-17,625.469970703125,SPY250731P00558000,put,558.0,2025-07-31,0.21,0.22,0.215
2025-07-17,625.469970703125,SPY250731P00559000,put,559.0,2025-07-31,0.22,0.23,0.225
2025-07-17,625.469970703125,SPY250731P00560000,put,560.0,2025-07-31,0.22,0.23,0.225
2025-07-17,625.469970703125,SPY250731P00561000,put,561.0,2025-07-31,0.23,0.24,0.235
2025-07-17,625.469970703125,SPY250731P00562000,put,562.0,2025-07-31,0.23,0.24,0.235
2025-07-17,625.469970703125,SPY250731P00563000,put,563.0,2025-07-31,0.24,0.25,0.245
2025-07-17,625.469970703125,SPY250731P00564000,put,564.0,2025-07-31,0.24,0.25,0.245
2025-07-17,625.469970703125,SPY250731P00565000,put,565.0,2025-07-31,0.25,0.26,0.255
2025-07-17,625.469970703125,SPY250731P00566000,put,566.0,2025-07-31,0.25,0.26,0.255
2025-07-17,625.469970703125,SPY250731P00567000,put,567.0,2025-07-31,0.26,0.27,0.265
2025-07-17,625.469970703125,SPY250731P00568000,put,568.0,2025-07-31,0.27,0.28,0.275
2025-07-17,625.469970703125,SPY250731P00569000,put,569.0,2025-07-31,0.28,0.29,0.28500000000000003
2025-07-17,625.469970703125,SPY250731P00570000,put,570.0,2025-07-31,0.28,0.29,0.28500000000000003
2025-07-17,625.469970703125,SPY250731P00571000,put,571.0,2025-07-31,0.29,0.3,0.295
2025-07-17,625.469970703125,SPY250731P00572000,put,572.0,2025-07-31,0.3,0.31,0.305
2025-07-17,625.469970703125,SPY250731P00573000,put,573.0,2025-07-31,0.31,0.32,0.315
2025-07-17,625.469970703125,SPY250731P00574000,put,574.0,2025-07-31,0.32,0.33,0.325
2025-07-17,625.469970703125,SPY250731P00575000,put,575.0,2025-07-31,0.33,0.34,0.335
2025-07-17,625.469970703125,SPY250731P00576000,put,576.0,2025-07-31,0.34,0.35,0.345
2025-07-17,625.469970703125,SPY250731P00577000,put,577.0,2025-07-31,0.35,0.36,0.355
2025-07-17,625.469970703125,SPY250731P00578000,put,578.0,2025-07-31,0.36,0.37,0.365
2025-07-17,625.469970703125,SPY250731P00579000,put,579.0,2025-07-31,0.38,0.39,0.385
2025-07-17,625.469970703125,SPY250731P00580000,put,580.0,2025-07-31,0.38,0.39,0.385
2025-07-17,625.469970703125,SPY250731P00581000,put,581.0,2025-07-31,0.41,0.42,0.415
2025-07-17,625.469970703125,SPY250731P00582000,put,582.0,2025-07-31,0.42,0.43,0.425
2025-07-17,625.469970703125,SPY250731P00583000,put,583.0,2025-07-31,0.43,0.44,0.435
2025-07-17,625.469970703125,SPY250731P00584000,put,584.0,2025-07-31,0.45,0.46,0.455
2025-07-17,625.469970703125,SPY250731P00585000,put,585.0,2025-07-31,0.48,0.49,0.485
2025-07-17,625.469970703125,SPY250731P00586000,put,586.0,2025-07-31,0.5,0.51,0.505
2025-07-17,625.469970703125,SPY250731P00587000,put,587.0,2025-07-31,0.53,0.54,0.535
2025-07-17,625.469970703125,SPY250731P00588000,put,588.0,2025-07-31,0.55,0.56,0.555
2025-07-17,625.469970703125,SPY250731P00589000,put,589.0,2025-07-31,0.56,0.57,0.565
2025-07-17,625.469970703125,SPY250731P00590000,put,590.0,2025-07-31,0.61,0.62,0.615
2025-07-17,625.469970703125,SPY250731P00591000,put,591.0,2025-07-31,0.62,0.63,0.625
2025-07-17,625.469970703125,SPY250731P00592000,put,592.0,2025-07-31,0.66,0.67,0.665
2025-07-17,625.469970703125,SPY250731P00593000,put,593.0,2025-07-31,0.69,0.7,0.695
2025-07-17,625.469970703125,SPY250731P00594000,put,594.0,2025-07-31,0.75,0.76,0.755
2025-07-17,625.469970703125,SPY250731P00595000,put,595.0,2025-07-31,0.81,0.82,0.815
2025-07-17,625.469970703125,SPY250731P00596000,put,596.0,2025-07-31,0.83,0.84,0.835
2025-07-17,625.469970703125,SPY250731P00597000,put,597.0,2025-07-31,0.91,0.92,0.915
2025-07-17,625.469970703125,SPY250731P00598000,put,598.0,2025-07-31,0.95,0.96,0.955
2025-07-17,625.469970703125,SPY250731P00599000,put,599.0,2025-07-31,1.01,1.01,1.01
2025-07-17,625.469970703125,SPY250731P00600000,put,600.0,2025-07-31,1.06,1.07,1.065
2025-07-17,625.469970703125,SPY250731P00601000,put,601.0,2025-07-31,1.13,1.14,1.1349999999999998
2025-07-17,625.469970703125,SPY250731P00602000,put,602.0,2025-07-31,1.2,1.22,1.21
2025-07-17,625.469970703125,SPY250731P00603000,put,603.0,2025-07-31,1.28,1.3,1.29
2025-07-17,625.469970703125,SPY250731P00604000,put,604.0,2025-07-31,1.39,1.4,1.395
2025-07-17,625.469970703125,SPY250731P00605000,put,605.0,2025-07-31,1.47,1.48,1.475
2025-07-17,625.469970703125,SPY250731P00606000,put,606.0,2025-07-31,1.56,1.58,1.57
2025-07-17,625.469970703125,SPY250731P00607000,put,607.0,2025-07-31,1.67,1.69,1.68
2025-07-17,625.469970703125,SPY250731P00608000,put,608.0,2025-07-31,1.8,1.82,1.81
2025-07-17,625.469970703125,SPY250731P00609000,put,609.0,2025-07-31,1.92,1.93,1.9249999999999998
2025-07-17,625.469970703125,SPY250731P00610000,put,610.0,2025-07-31,2.04,2.05,2.045
2025-07-17,625.469970703125,SPY250731P00611000,put,611.0,2025-07-31,2.17,2.19,2.1799999999999997
2025-07-17,625.469970703125,SPY250731P00612000,put,612.0,2025-07-31,2.32,2.34,2.33
2025-07-17,625.469970703125,SPY250731P00613000,put,613.0,2025-07-31,2.49,2.5,2.495
2025-07-17,625.469970703125,SPY250731P00614000,put,614.0,2025-07-31,2.67,2.69,2.6799999999999997
2025-07-17,625.469970703125,SPY250731P00615000,put,615.0,2025-07-31,2.87,2.88,2.875
2025-07-17,625.469970703125,SPY250731P00616000,put,616.0,2025-07-31,3.05,3.06,3.0549999999999997
2025-07-17,625.469970703125,SPY250731P00617000,put,617.0,2025-07-31,3.29,3.3,3.295
2025-07-17,625.469970703125,SPY250731P00618000,put,618.0,2025-07-31,3.49,3.51,3.5
2025-07-17,625.469970703125,SPY250731P00619000,put,619.0,2025-07-31,3.72,3.74,3.7300000000000004
2025-07-17,625.469970703125,SPY250731P00620000,put,620.0,2025-07-31,3.99,4.0,3.995
2025-07-17,625.469970703125,SPY250731P00621000,put,621.0,2025-07-31,4.27,4.29,4.279999999999999
2025-07-17,625.469970703125,SPY250731P00622000,put,622.0,2025-07-31,4.56,4.58,4.57
2025-07-17,625.469970703125,SPY250731P00623000,put,623.0,2025-07-31,4.9,4.92,4.91
2025-07-17,625.469970703125,SPY250731P00624000,put,624.0,2025-07-31,5.23,5.25,5.24
2025-07-17,625.469970703125,SPY250731P00625000,put,625.0,2025-07-31,5.6,5.61,5.605
2025-07-17,625.469970703125,SPY250731P00626000,put,626.0,2025-07-31,5.98,6.01,5.995
2025-07-17,625.469970703125,SPY250731P00627000,put,627.0,2025-07-31,6.41,6.46,6.4350000000000005
2025-07-17,625.469970703125,SPY250731P00628000,put,628.0,2025-07-31,6.9,6.92,6.91
2025-07-17,625.469970703125,SPY250731P00629000,put,629.0,2025-07-31,7.3,7.33,7.3149999999999995
2025-07-17,625.469970703125,SPY250731P00630000,put,630.0,2025-07-31,7.76,7.89,7.824999999999999
2025-07-17,625.469970703125,SPY250731P00631000,put,631.0,2025-07-31,8.3,8.46,8.38
2025-07-17,625.469970703125,SPY250731P00632000,put,632.0,2025-07-31,8.82,9.01,8.915
2025-07-17,625.469970703125,SPY250731P00633000,put,633.0,2025-07-31,9.53,9.74,9.635
2025-07-17,625.469970703125,SPY250731P00634000,put,634.0,2025-07-31,10.01,10.26,10.135
2025-07-17,625.469970703125,SPY250731P00635000,put,635.0,2025-07-31,10.69,10.9,10.795
2025-07-17,625.469970703125,SPY250731P00636000,put,636.0,2025-07-31,11.32,11.66,11.49
2025-07-17,625.469970703125,SPY250731P00637000,put,637.0,2025-07-31,12.05,12.34,12.195
2025-07-17,625.469970703125,SPY250731P00638000,put,638.0,2025-07-31,12.78,13.11,12.945
2025-07-17,625.469970703125,SPY250731P00639000,put,639.0,2025-07-31,13.55,13.9,13.725000000000001
2025-07-17,625.469970703125,SPY250731P00640000,put,640.0,2025-07-31,14.48,14.74,14.61
2025-07-17,625.469970703125,SPY250731P00645000,put,645.0,2025-07-31,18.7,19.2,18.95
2025-07-17,625.469970703125,SPY250731P00650000,put,650.0,2025-07-31,23.72,24.62,24.17
2025-07-17,625.469970703125,SPY250731P00660000,put,660.0,2025-07-31,33.25,35.0,34.125
2025-07-17,625.469970703125,SPY250731P00665000,put,665.0,2025-07-31,38.24,40.18,39.21
